,SampleID,ObjectID,Area,Eccentricity,Perimeter,MajorAxisLength,MinorAxisLength,Rugosity,Height,Width,AspectRatio
0,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00002_plane000,3059,0.46431911172085727,268.3919189857867,68.09829360512408,60.31247781935612,1.305047283569685,59.99999237060547,51.99998474121094,1.1538463457096821
1,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00003_plane000,3778,0.518002157851804,330.8772003600252,77.0578671466273,65.91370525179056,1.4894841963726861,67.0,59.0,1.1355932203389831
2,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00004_plane000,3359,0.5315207391884482,318.84776310850236,72.92269069981647,61.768820852081845,1.4848919509284524,64.99998474121094,53.99999237060547,1.2037035911988987
3,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00005_plane000,4265,0.7863361379529018,308.30865786510145,96.04714443388796,59.337819970147116,1.2142940967333296,83.0,51.0,1.6274509803921569
4,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00006_plane000,10032,0.7193931790690251,478.9604614807105,138.78571986436177,96.40098999267795,1.1990323048911768,120.0,85.0,1.411764705882353
5,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00007_plane000,8863,0.667510818568645,463.20310216782974,125.90944584138384,93.75218581003739,1.2478088006591959,109.99998474121094,81.99998474121094,1.3414634781746242
6,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00008_plane000,6690,0.1263322406701657,367.9066376115481,94.74330656268823,93.98422189270262,1.1840153764453116,83.0,82.0,1.0121951219512195
7,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00009_plane000,2473,0.22955274254135505,230.40916292848976,58.28134992622365,56.725017775064096,1.264298860353239,49.99999237060547,48.99999237060547,1.020408166442897
8,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00010_plane000,2660,0.39316362871946,210.66904755831214,61.958622784492114,56.96900325290708,1.06900038598983,52.99999237060547,48.99999237060547,1.081632665771588
9,115_2,115_U1553D_3R_3W_20-23cm_N2of2_Z200x_obj00012_plane000,2705,0.48894030733104127,261.0782104868019,64.57643246624787,56.33113565876264,1.4080808880327587,56.0,49.0,1.1428571428571428
