,SampleID,ObjectID,Area,Eccentricity,Perimeter,MajorAxisLength,MinorAxisLength,Rugosity,Height,Width,AspectRatio
0,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00001_plane000,3029311,0.8757416238991881,14941.120589714112,3288.787968218122,1587.7613270018344,1.4035426091191228,3341.0,2323.0,1.438226431338786
1,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00002_plane000,2649,0.44816659176708257,314.48127676088177,63.218428096891294,56.51411745772079,1.7653390965578422,56.99999237060547,51.99999237060547,1.0961538602614564
2,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00003_plane000,6740,0.7255829671519063,417.0609665440988,114.0520385411644,78.48316469899329,1.3127571785359293,100.0,68.0,1.4705882352941178
3,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00004_plane000,3430,0.47843360613057645,242.81118318204307,72.1021683922607,63.31462502243071,1.0856415914317734,62.0,55.0,1.1272727272727272
4,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00005_plane000,2833,0.4802279373324633,261.17871555019025,65.7208107191055,57.64659724485636,1.3585888885872437,57.0,50.0,1.14
5,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00006_plane000,9189,0.5709379106041894,393.98275605729685,122.10755971196517,100.24948123327384,1.0405552751067937,104.99998474121094,86.99998474121094,1.2068965880113953
6,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00007_plane000,4478,0.6765904230554625,312.9716087690037,90.27407401005303,66.47417728420372,1.2309957445500204,77.99998474121094,57.99999237060547,1.344827500024664
7,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00008_plane000,9229,0.8188848457302889,407.6396103067892,146.36810035738245,84.0091196613995,1.0317046553709606,125.99998474121094,71.99998474121094,1.750000158945753
8,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00009_plane000,2675,0.5047141891765851,304.94826817189073,65.434379923809,56.48861705760916,1.7360453679693058,56.99999237060547,48.99999237060547,1.163265331543176
9,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00010_plane000,7291,0.859259914564701,415.94826817189073,137.7978636291361,70.48901512980412,1.189106544654808,119.0,61.0,1.9508196721311475
10,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00011_plane000,2631,0.36418406590096264,249.66399692442877,61.45507726808551,57.23477225904336,1.3304283391242244,52.99999237060547,49.99999237060547,1.0600000091552748
11,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00012_plane000,6636,0.6449637073615668,413.27922061357856,108.49212887566006,82.91111706324621,1.2204541034433034,93.0,80.0,1.1625
12,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00013_plane000,3721,0.7576623410391256,274.75230867899734,87.29591605252563,56.97339567828858,1.1577599558694383,74.99998474121094,48.99999237060547,1.5306121718133687
13,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00014_plane000,3167,0.643868410576348,254.16652224137044,74.21062135821423,56.78123599294403,1.196160602737095,63.99999237060547,48.99999237060547,1.306122496643455
14,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00015_plane000,7080,0.6681851417685805,612.5889244992065,113.62202635416926,84.53422379599984,1.835755786689601,100.0,79.0,1.2658227848101267
15,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00016_plane000,35454,0.8567884773749436,3011.374167428805,322.67215399457496,166.39171019222684,3.5248246417204343,360.2083819908978,191.52750027887882,1.880713638858162
16,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00017_plane000,2856,0.5049979627182278,234.71067811865476,66.5072172333814,57.40374490873202,1.1741434273912585,58.99999237060547,48.99999237060547,1.20408166442897
17,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00018_plane000,8119,0.6630404337523151,436.8183258569795,120.46324100250743,90.1768047683827,1.2326103011654834,104.0,79.0,1.3164556962025316
18,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00019_plane000,5758,0.7878469830501751,984.8580438450183,129.76046708883712,79.91571312033865,4.395054047855007,129.0,99.0,1.303030303030303
19,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00020_plane000,5175,0.5103136499588926,458.09144981614816,89.7783877127845,77.20836837759688,1.6760646669790067,80.0,69.0,1.1594202898550725
20,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00021_plane000,4903,0.7939218924890535,426.7361107568207,107.45035518892368,65.33193918061211,1.7073465197387887,109.1410238647501,73.00322406113659,1.4950164909614112
21,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00022_plane000,42543,0.8967176198065517,1029.2945519839777,354.9361285514998,157.09583328441516,1.1133030686000835,360.6844022878398,171.15698925160817,2.107330842082167
22,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00023_plane000,3935,0.7647507062527158,323.4568901432423,90.19459075769335,58.11474529212149,1.342308730385726,80.0,50.0,1.6
23,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00024_plane000,2630,0.8662614332805039,477.6711395993652,90.90640335141003,45.41601749307659,3.3467252426894945,97.0,43.0,2.255813953488372
24,133_1,133_U1553D_6R_7W_20-23cm_N1of2_Z200x_obj00025_plane000,48574,0.8971361676003732,1349.2316728675755,394.34027300677366,174.20143771461,1.2869148196591522,379.1195699177715,203.988101333938,1.8585376668472204
